duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity_class,energy_loudness,energy_valence,loudness_valence,danceability_energy,acousticness_speechiness,instr_speech_ratio,duration_per_bpm,vocal_intensity,energy_danceability_ratio
225853,0.321,0.722,-5.732,0.0458,0.0506,0.562,0.215,0.619,117.216,2,-4.138504,0.446918,-3.548108,0.231762,0.00231748,12.268063741541148,1926.810333060333,-0.2625256,2.249151116787639
243510,0.454,0.839,-5.543,0.0478,1.88e-05,0.00035,0.118,0.531,120.017,2,-4.650577,0.445509,-2.9433330000000004,0.380906,8.9864e-07,0.007320644216691068,2028.9625636368182,-0.2649554,1.8479769168079996
229880,0.633,0.522,-11.05,0.0324,0.00749,0.00102,0.138,0.595,135.285,3,-5.7681000000000004,0.31059,-6.57475,0.330426,0.000242676,0.03147176797284789,1699.2275566396866,-0.35802,0.8246315224088088
180306,0.466,0.965,-0.885,0.0476,9.03e-05,0.537,0.421,0.264,94.983,2,-0.854025,0.25476,-0.23364000000000001,0.44969000000000003,4.29828e-06,11.279143037177063,1898.2975900950696,-0.042126000000000004,2.070771013497564
211578,0.625,0.103,-13.387,0.0435,0.921,1.06e-06,0.107,0.668,115.732,4,-1.378861,0.068804,-8.942516000000001,0.064375,0.0400635,2.4362215582624684e-05,1828.1719835481977,-0.5823345,0.16479736324218813
184491,0.894,0.846,-6.674,0.165,0.148,0.0,0.0508,0.804,108.009,1,-5.646204,0.680184,-5.365896,0.756324,0.02442,0.0,1708.107657695192,-1.10121,0.9462981398418362
163733,0.572,0.759,-4.312,0.0506,0.127,0.0,0.224,0.519,80.95,4,-3.2728080000000004,0.393921,-2.237928,0.434148,0.0064262,0.0,2022.6436071649166,-0.2181872,1.3268998793727385
179440,0.603,0.508,-7.126,0.0336,0.22,0.0,0.0483,0.168,115.802,3,-3.6200080000000003,0.085344,-1.1971680000000002,0.306324,0.007391999999999999,0.0,1549.5414586967408,-0.2394336,0.8424404238735677
138875,0.857,0.381,-12.755,0.192,0.666,0.0191,0.126,0.329,84.997,3,-4.859655,0.12534900000000002,-4.196395000000001,0.326517,0.127872,0.09947398572990988,1633.881195806911,-2.44896,0.44456890818076805
293706,0.774,0.595,-5.202,0.048,0.615,0.0,0.391,0.546,76.022,3,-3.0951899999999997,0.32487,-2.8402920000000003,0.46053,0.02952,0.0,3863.4342690273866,-0.249696,0.7687239182956292
156786,0.375,0.239,-9.551,0.0291,0.877,0.0,0.161,0.351,94.121,2,-2.282689,0.08388899999999999,-3.352401,0.089625,0.0255207,0.0,1665.7919061633431,-0.2779341,0.6373163382309804
239040,0.877,0.681,-4.754,0.0346,0.261,3.08e-06,0.312,0.919,112.0,3,-3.2374739999999997,0.625839,-4.368926,0.597237,0.0090306,8.899162091880959e-05,2134.285714285714,-0.16448839999999998,0.7765019783126761
267209,0.541,0.754,-9.565,0.0835,0.0116,0.196,0.0908,0.891,172.021,1,-7.212009999999999,0.671814,-8.522415,0.40791400000000005,0.0009686,2.347024308466052,1553.3510443492366,-0.7986775,1.3936895805992495
188293,0.366,0.939,-4.985,0.0621,1.2e-05,0.0,0.0906,0.512,93.384,2,-4.680915,0.480768,-2.5523200000000004,0.343674,7.452000000000001e-07,0.0,2016.3304206288014,-0.3095685,2.5655036747629842
185280,0.714,0.859,-4.379,0.037,0.532,1.73e-06,0.0806,0.963,155.936,3,-3.7615609999999995,0.827217,-4.216976999999999,0.6133259999999999,0.019684,4.674412320994326e-05,1188.1797660578698,-0.16202299999999997,1.2030643828517809
244982,0.581,0.869,-6.7,0.0423,0.0564,0.0789,0.0792,0.0389,123.982,3,-5.8223,0.0338041,-0.26063,0.5048889999999999,0.0023857199999999996,1.8648073741432285,1975.9481215015082,-0.28341,1.4956713309581593
285853,0.563,0.921,-3.962,0.0363,0.00104,2.12e-06,0.123,0.697,124.983,2,-3.6490020000000003,0.641937,-2.761514,0.518523,3.7751999999999994e-05,5.838611952630129e-05,2287.13505036685,-0.1438206,1.6358501625193163
146712,0.377,0.181,-14.177,0.0402,0.981,0.000311,0.23,0.0995,86.99,1,-2.5660369999999997,0.0180095,-1.4106115000000001,0.06823699999999999,0.0394362,0.007734394429246456,1686.5386826071963,-0.5699154,0.4800933662237076
292727,0.76,0.7,-7.612,0.112,0.211,0.0,0.107,0.661,132.022,3,-5.328399999999999,0.4627,-5.031532,0.5319999999999999,0.023632,0.0,2217.259244671343,-0.8525440000000001,0.9210405126248339
127576,0.545,0.845,-6.318,0.0482,0.31,0.000686,0.566,0.625,164.15,3,-5.33871,0.528125,-3.9487499999999995,0.460525,0.014942,0.014229412984857913,777.1915930551324,-0.30452759999999995,1.5504302673345443
1229253,0.657,0.301,-12.549,0.766,0.949,0.0,0.28,0.794,100.971,3,-3.777249,0.238994,-9.963906,0.197757,0.726934,0.0,12174.317378257123,-9.612534,0.45813610142920197
264640,0.58,0.905,-4.33,0.0311,0.00314,0.0,0.535,0.504,102.013,1,-3.91865,0.45612,-2.1823200000000003,0.5249,9.7654e-05,0.0,2594.179173242626,-0.134663,1.560317925553008
303693,0.547,0.884,-1.452,0.366,0.0221,1.33e-06,0.0662,0.608,146.75,4,-1.283568,0.537472,-0.8828159999999999,0.48354800000000003,0.0080886,3.6337804978006064e-06,2069.458262350937,-0.531432,1.6160582073453869
57240,0.21,0.979,-6.431,0.184,1.63e-06,0.00126,0.84,0.171,140.341,1,-6.295949,0.167409,-1.099701,0.20559,2.9992e-07,0.006847453942720504,407.8637034081273,-1.183304,4.661682777010618
418321,0.563,0.882,-3.553,0.0576,0.0038,0.28,0.0583,0.0497,180.949,1,-3.133746,0.043835400000000004,-0.1765841,0.49656599999999995,0.00021888,4.860267314702309,2311.8171418465977,-0.2046528,1.5665796344647522
201560,0.796,0.596,-6.715,0.171,0.104,0.0,0.628,0.616,75.02,1,-4.00214,0.36713599999999996,-4.1364399999999995,0.474416,0.017784,0.0,2686.750199946681,-1.148265,0.7487343123830102
194466,0.529,0.84,-4.435,0.0328,0.0389,2.76e-06,0.196,0.63,113.384,2,-3.7253999999999996,0.5292,-2.79405,0.44436000000000003,0.00127592,8.412069491008836e-05,1715.10971565653,-0.145468,1.587871684845277
280880,0.262,0.339,-11.138,0.031,0.809,0.0,0.342,0.151,126.719,3,-3.7757820000000004,0.051189000000000005,-1.681838,0.08881800000000001,0.025079,0.0,2216.5578958167284,-0.345278,1.2938437464218924
203478,0.57,0.515,-8.936,0.03,0.474,0.897,0.121,0.573,91.96,2,-4.60204,0.295095,-5.120328,0.29355,0.014219999999999998,29.89003665444852,2212.6794258373207,-0.26808,0.9034929211768217
247500,0.472,0.933,-4.985,0.195,0.0632,0.367,0.0678,0.326,159.949,4,-4.6510050000000005,0.30415800000000004,-1.62511,0.440376,0.012324000000000002,1.8819547715501768,1547.3682236212792,-0.9720750000000001,1.976653037011928
118840,0.602,0.553,-9.336,0.0328,0.108,0.0,0.0512,0.971,130.594,1,-5.162808000000001,0.5369630000000001,-9.065256,0.33290600000000004,0.0035424000000000002,0.0,909.9958650473989,-0.3062208,0.9185893922027875
231815,0.572,0.634,-10.599,0.0617,0.00547,0.0,0.129,0.432,168.136,4,-6.719766,0.273888,-4.578768,0.36264799999999997,0.000337499,0.0,1378.7350716086978,-0.6539583,1.1083722312546986
300373,0.213,0.32,-7.086,0.0301,0.349,0.0,0.0844,0.25,80.424,3,-2.26752,0.08,-1.7715,0.06816,0.0105049,0.0,3734.867701183726,-0.2132886,1.502276888408995
385000,0.174,0.117,-18.318,0.0401,0.994,0.976,0.105,0.035,85.239,2,-2.143206,0.0040950000000000005,-0.6411300000000001,0.020358,0.039859399999999996,24.333084018947893,4516.711833785004,-0.7345518,0.6723751508533993
184000,0.167,0.924,-21.583,0.0947,0.124,0.989,0.94,0.00317,117.149,3,-19.942692,0.00292908,-0.06841810999999999,0.15430800000000003,0.011742800000000001,10.442403125329955,1570.6493439978146,-2.0439101,5.532602838153403
181106,0.822,0.736,-3.969,0.15,0.157,0.000781,0.0748,0.679,175.93,1,-2.921184,0.499744,-2.694951,0.604992,0.023549999999999998,0.005206319578694754,1029.420792360598,-0.5953499999999999,0.8953662364204816
177133,0.608,0.565,-11.06,0.0336,0.635,0.0,0.0601,0.835,109.286,4,-6.2489,0.47177499999999994,-9.2351,0.34351999999999994,0.021335999999999997,0.0,1620.8205991618322,-0.371616,0.9292610318909229
232306,0.601,0.251,-17.626,0.0348,0.118,0.104,0.115,0.27,116.49,4,-4.424126,0.06777000000000001,-4.7590200000000005,0.15085099999999999,0.0041064,2.9876472278081008,1994.2140956305263,-0.6133848,0.41763032229081054
203626,0.852,0.957,-6.023,0.0669,0.291,0.0,0.372,0.93,126.936,2,-5.764010999999999,0.89001,-5.60139,0.815364,0.0194679,0.0,1604.1627276737884,-0.4029387,1.1232262532129904
342082,0.597,0.468,-17.324,0.934,0.433,0.0,0.371,0.627,86.006,2,-8.107632,0.29343600000000003,-10.862148000000001,0.279396,0.404422,0.0,3977.4201799874427,-16.180616000000004,0.7839064672283548
357851,0.459,0.532,-12.672,0.0333,0.672,0.00547,0.208,0.279,142.793,1,-6.741504000000001,0.14842800000000003,-3.5354880000000004,0.24418800000000002,0.022377600000000004,0.1642149504653257,2506.0822309216837,-0.42197760000000006,1.1590161434391408
252149,0.561,0.925,-5.77,0.0566,0.000184,0.0119,0.606,0.614,126.019,3,-5.33725,0.5679500000000001,-3.5427799999999996,0.5189250000000001,1.04144e-05,0.21021021021021022,2000.8808195589554,-0.326582,1.6488119641361116
243573,0.576,0.736,-4.275,0.0288,0.0526,4.99e-06,0.159,0.197,96.882,2,-3.1464000000000003,0.144992,-0.8421750000000001,0.423936,0.00151488,0.00017320374869836863,2514.1202700191984,-0.12312000000000001,1.2777555945209287
168866,0.676,0.769,-5.618,0.0272,0.00734,0.0,0.18,0.55,102.012,1,-4.320242,0.42295000000000005,-3.0899000000000005,0.5198440000000001,0.000199648,0.0,1655.3542720464259,-0.1528096,1.1375571367287467
306889,0.534,0.668,-7.713,0.0536,0.00362,0.0,0.0815,0.35,111.922,4,-5.152284000000001,0.2338,-2.69955,0.35671200000000003,0.00019403200000000002,0.0,2741.989957291685,-0.41341680000000003,1.2509129042527294
158346,0.582,0.397,-10.582,0.0453,0.379,0.0,0.0759,0.531,170.031,4,-4.201054,0.21080700000000002,-5.619042,0.231054,0.0171687,0.0,931.2772376801877,-0.47936460000000003,0.6821188639370459
275986,0.863,0.683,-5.935,0.164,0.168,0.0,0.0924,0.746,132.006,2,-4.053605,0.509518,-4.42751,0.5894290000000001,0.027552000000000004,0.0,2090.7079981212974,-0.97334,0.7914160901959422
291642,0.869,0.469,-7.149,0.104,0.721,0.0,0.207,0.756,119.948,3,-3.352881,0.354564,-5.404644,0.40756099999999995,0.074984,0.0,2431.403608230233,-0.7434959999999999,0.5396945949989068
145586,0.291,0.638,-7.854,0.0554,0.179,0.0,0.101,0.525,185.235,4,-5.010852,0.33495,-4.12335,0.185658,0.0099166,0.0,785.9529786487434,-0.4351116,2.1923645235558915
188320,0.561,0.893,-4.199,0.0341,0.0035,0.52,0.0788,0.617,101.998,2,-3.749707,0.550981,-2.590783,0.5009730000000001,0.00011935,15.24479624743477,1846.3107119747444,-0.14318589999999998,1.5917719826741057
225546,0.534,0.483,-9.487,0.0454,0.445,0.0759,0.211,0.344,81.022,2,-4.582221,0.166152,-3.263528,0.257922,0.020203000000000002,1.6714380092490637,2783.762434894226,-0.43070980000000003,0.9044774442426172
270666,0.751,0.713,-4.613,0.106,0.19,3.41e-06,0.301,0.52,134.992,3,-3.289069,0.37076,-2.3987600000000002,0.535463,0.020139999999999998,3.2166776719177436e-05,2005.0521512385922,-0.488978,0.9493881572815276
228725,0.242,0.561,-4.833,0.0374,0.000338,0.0,0.405,0.224,120.019,3,-2.7113130000000005,0.12566400000000003,-1.082592,0.13576200000000002,1.26412e-05,0.0,1905.7399245119523,-0.18075420000000003,2.318086029502913
256426,0.325,0.476,-8.993,0.0354,0.00969,0.131,0.14,0.47,104.562,2,-4.280668,0.22371999999999997,-4.22671,0.1547,0.000343026,3.6995199096300477,2452.3823186243567,-0.31835220000000003,1.4645703209132026
266026,0.615,0.542,-8.64,0.0271,0.712,0.0,0.31,0.743,91.279,3,-4.682880000000001,0.402706,-6.41952,0.33333,0.0192952,0.0,2914.4271957405317,-0.23414400000000002,0.8812864831466156
149066,0.476,0.186,-18.485,0.0487,0.994,0.781,0.116,0.246,130.197,1,-3.4382099999999998,0.045756,-4.5473099999999995,0.08853599999999999,0.0484078,16.033668651200983,1144.9265344055545,-0.9002195,0.3907480935274469
262706,0.601,0.805,-6.161,0.0342,0.304,0.00742,0.0682,0.734,120.328,2,-4.959605,0.59087,-4.522174,0.483805,0.0103968,0.21689564454837765,2183.2491190745295,-0.21070619999999998,1.3394119898171413
267506,0.584,0.854,-3.491,0.0443,0.0927,0.000252,0.0964,0.341,133.954,4,-2.9813140000000002,0.29121400000000003,-1.190431,0.49873599999999996,0.00410661,0.005687203791469194,1996.9989697956014,-0.1546513,1.4623037276758961
239853,0.589,0.591,-4.715,0.0441,0.693,0.00332,0.0934,0.674,89.609,2,-2.786565,0.398334,-3.1779100000000002,0.34809899999999994,0.0305613,0.075266379505781,2676.6619424388177,-0.2079315,1.0033785504490587
217213,0.354,0.264,-12.571,0.0544,0.832,0.0,0.11,0.227,80.567,4,-3.318744,0.059928,-2.853617,0.093456,0.0452608,0.0,2696.0542157459013,-0.6838624,0.7457416457162228
194417,0.735,0.772,-3.389,0.0333,0.379,3.26e-06,0.117,0.565,103.031,1,-2.616308,0.43617999999999996,-1.9147849999999997,0.56742,0.012620700000000002,9.786850795556889e-05,1886.9757645757102,-0.1128537,1.0503258459068585
159574,0.8,0.6,-6.429,0.094,0.181,0.0,0.36,0.434,94.011,3,-3.8574,0.26039999999999996,-2.7901860000000003,0.48,0.017013999999999998,0.0,1697.3971131037858,-0.604326,0.7499906251171861
249600,0.472,0.951,-0.941,0.12,0.0121,0.00714,0.237,0.218,75.119,3,-0.8948909999999999,0.207318,-0.205138,0.44887199999999994,0.001452,0.059495042079826685,3322.7279383378373,-0.11291999999999999,2.0147878222919005
154840,0.489,0.409,-15.798,0.0316,0.739,0.000636,0.16,0.836,139.454,1,-6.4613819999999995,0.34192399999999995,-13.207127999999999,0.20000099999999998,0.023352400000000002,0.020120215121796896,1110.3302881236823,-0.49921680000000007,0.8363837140344778
217040,0.516,0.323,-9.688,0.0716,0.489,4.82e-06,0.189,0.386,159.861,4,-3.1292240000000002,0.12467800000000001,-3.7395680000000002,0.166668,0.0350124,6.730903505097054e-05,1357.67948405177,-0.6936608,0.6259568613011376
227000,0.67,0.542,-12.727,0.0286,0.139,0.0,0.12,0.699,121.785,2,-6.898034000000001,0.37885800000000003,-8.896173,0.3631400000000001,0.0039754000000000005,0.0,1863.9405509709734,-0.3639922,0.8089431501022374
266507,0.611,0.945,-8.474,0.0401,0.000617,0.816,0.145,0.0445,122.993,3,-8.00793,0.04205249999999999,-0.377093,0.577395,2.47417e-05,20.344053851907255,2166.8468937256594,-0.3398074,1.5466195315952276
224333,0.783,0.834,-9.728,0.0382,0.00215,0.0401,0.0316,0.971,136.776,3,-8.113152,0.8098139999999999,-9.445888,0.653022,8.213e-05,1.0494634912326615,1640.1488565245363,-0.3716096,1.0651204965453824
380946,0.806,0.965,-4.826,0.062,0.00593,0.836,0.0627,0.837,126.007,1,-4.657089999999999,0.8077049999999999,-4.039362,0.77779,0.00036766,13.481696500564423,3023.212996103391,-0.299212,1.1972556171759654
535800,0.44,0.568,-8.54,0.0293,0.00442,0.84,0.119,0.248,118.389,4,-4.850719999999999,0.140864,-2.11792,0.24991999999999998,0.00012950600000000002,28.65916069600819,4525.758305247954,-0.25022199999999994,1.2908797527328923
225883,0.468,0.777,-2.498,0.0501,0.207,3.09e-06,0.319,0.257,80.152,3,-1.9409460000000003,0.199689,-0.6419860000000001,0.363636,0.0103707,6.166433845539812e-05,2818.182952390458,-0.1251498,1.6602209354500972
163146,0.673,0.124,-7.923,0.0657,0.651,0.865,0.738,0.424,89.078,3,-0.982452,0.052576,-3.359352,0.083452,0.042770699999999995,13.163901993608281,1831.495992276432,-0.5205411,0.18424689083371718
314154,0.457,0.633,-6.056,0.0315,0.408,0.0,0.345,0.224,137.956,4,-3.833448,0.141792,-1.356544,0.289281,0.012851999999999999,0.0,2277.204326016991,-0.190764,1.3850900417933962
115764,0.688,0.483,-13.891,0.0778,0.699,0.927,0.103,0.211,169.988,2,-6.709353,0.10191299999999999,-2.9310009999999997,0.332304,0.05438219999999999,11.913635779462796,681.0127773725204,-1.0807198,0.7020246798738391
184786,0.629,0.697,-5.586,0.914,0.852,0.0,0.796,0.577,112.917,2,-3.893442,0.40216899999999994,-3.223122,0.438413,0.778728,0.0,1636.476349885314,-5.1056040000000005,1.108090491407132
272000,0.639,0.386,-11.403,0.0409,0.917,0.000147,0.109,0.249,119.95,3,-4.4015580000000005,0.096114,-2.839347,0.246654,0.0375053,0.0035932534832559273,2267.611504793664,-0.4663827,0.6040594043911677
278093,0.783,0.491,-9.672,0.0351,0.044,0.000361,0.147,0.339,134.955,2,-4.748952,0.166449,-3.2788080000000006,0.384453,0.0015443999999999998,0.010281970948447735,2060.6350264903112,-0.3394872,0.6270673426903871
173350,0.732,0.38,-11.402,0.152,0.107,9.53e-05,0.163,0.162,143.897,4,-4.3327599999999995,0.061560000000000004,-1.847124,0.27816,0.016264,0.0006269324386553516,1204.68112608324,-1.7331039999999998,0.5191185912760755
210705,0.737,0.285,-15.976,0.0878,0.919,0.897,0.114,0.708,85.023,2,-4.55316,0.20177999999999996,-11.311008,0.21004499999999998,0.0806882,10.215237444482405,2478.211777989485,-1.4026928,0.3866976024748647
266466,0.317,0.82,-7.013,0.0684,0.00506,0.000137,0.266,0.695,170.124,3,-5.75066,0.5699,-4.874034999999999,0.25994,0.000346104,0.0020026311942698436,1566.3045778373423,-0.47968920000000004,2.586669190246364
203680,0.581,0.78,-7.053,0.0567,0.508,1.07e-05,0.0799,0.561,123.711,4,-5.50134,0.4375800000000001,-3.9567330000000003,0.45317999999999997,0.028803600000000002,0.00018867924528301883,1646.417860982451,-0.3999051,1.3424898022409255
193653,0.718,0.922,-4.446,0.0538,0.569,0.000112,0.197,0.777,119.306,2,-4.099212,0.7163940000000001,-3.454542,0.661996,0.0306122,0.002081397509756551,1623.16228856889,-0.23919479999999999,1.2841046782078247
355533,0.588,0.666,-9.411,0.045,0.906,0.79,0.111,0.962,103.993,2,-6.267726,0.640692,-9.053382,0.391608,0.04077,17.55165518773606,3418.8166511207487,-0.42349499999999995,1.1326337987449195
195335,0.611,0.582,-7.95,0.0603,0.0635,0.351,0.0841,0.251,169.957,1,-4.6269,0.146082,-1.99545,0.355602,0.00382905,5.8199303598076595,1149.3201221485435,-0.479385,0.952521235331664
221793,0.499,0.714,-5.057,0.0366,0.257,0.0,0.105,0.243,144.913,3,-3.610698,0.173502,-1.2288510000000001,0.356286,0.0094062,0.0,1530.5252116787312,-0.1850862,1.430833049437887
292757,0.801,0.556,-12.297,0.132,0.0149,0.725,0.042,0.695,102.036,2,-6.837132000000001,0.38642,-8.546415,0.4453560000000001,0.0019668,5.492008181198393,2869.154024069936,-1.623204,0.6941236688680541
252502,0.466,0.926,-4.457,0.114,0.194,0.0,0.0837,0.509,98.049,3,-4.127182,0.47133400000000003,-2.2686129999999998,0.43151600000000007,0.022116,0.0,2575.2633887138063,-0.508098,1.9870818222784918
201943,0.409,0.884,-5.604,0.0344,1.72e-05,0.0442,0.187,0.443,139.955,2,-4.953936000000001,0.391612,-2.4825720000000002,0.361556,5.916800000000001e-07,1.2845103167683813,1442.9137937194096,-0.1927776,2.1613163492335152
165903,0.638,0.678,-4.483,0.246,0.33,0.0,0.331,0.375,87.211,3,-3.039474,0.25425000000000003,-1.6811249999999998,0.43256400000000006,0.08118,0.0,1902.3173682218987,-1.1028179999999999,1.062679268350026
203893,0.352,0.948,-5.739,0.154,0.000396,3.52e-06,0.831,0.443,75.112,2,-5.4405719999999995,0.419964,-2.542377,0.33369599999999994,6.0984e-05,2.2855658723459514e-05,2714.519650655022,-0.883806,2.6931053095082524
197661,0.601,0.916,-2.155,0.0318,0.0248,0.00124,0.362,0.14,123.991,4,-1.9739799999999998,0.12824000000000002,-0.3017,0.550516,0.0007886400000000001,0.03898145237346746,1594.1560274536055,-0.06852899999999999,1.5241010964875794
187453,0.62,0.361,-12.106,0.0999,0.00306,0.372,0.088,0.396,81.996,3,-4.370266,0.142956,-4.793976,0.22382,0.00030569399999999996,3.723351015914323,2286.123713351871,-1.2093894,0.5822486734084934
190013,0.521,0.861,-3.138,0.319,0.261,0.0,0.0682,0.473,191.618,4,-2.701818,0.407253,-1.4842739999999999,0.448581,0.083259,0.0,991.6239601707564,-1.001022,1.652559451833938
232271,0.678,0.649,-8.305,0.0414,0.0297,0.00152,0.222,0.479,104.959,3,-5.389945,0.310871,-3.9780949999999997,0.440022,0.00122958,0.03670610963535378,2212.968873560152,-0.343827,0.9572130204569255
122586,0.601,0.33,-13.346,0.0336,0.981,0.0159,0.355,0.461,116.058,3,-4.40418,0.15213000000000002,-6.152506000000001,0.19833,0.0329616,0.47307349003272836,1056.2477381998656,-0.4484256,0.5490757225337349
255080,0.545,0.349,-10.584,0.027,0.733,0.0,0.115,0.327,81.112,2,-3.6938159999999995,0.114123,-3.460968,0.190205,0.019791,0.0,3144.7874543840617,-0.28576799999999997,0.6403552228399478
396303,0.467,0.995,-1.589,0.194,1.93e-05,0.613,0.167,0.363,172.006,1,-1.5810549999999999,0.361185,-0.576807,0.46466500000000005,3.7442000000000005e-06,3.159630946858409,2304.0068369708033,-0.308266,2.1305753624119395
143588,0.785,0.723,-6.41,0.0398,0.0714,0.00127,0.317,0.383,123.999,4,-4.63443,0.276909,-2.4550300000000003,0.567555,0.0028417200000000003,0.03190153227832203,1157.9770804603263,-0.255118,0.9210073757022204
167933,0.56,0.657,-7.147,0.0335,0.554,0.048,0.101,0.808,119.399,2,-4.695579,0.5308560000000001,-5.774776,0.36792,0.018559000000000003,1.432408236347359,1406.4858164641246,-0.2394245,1.1731933358332887
220000,0.514,0.983,-1.577,0.0608,0.0589,0.0,0.314,0.499,149.967,3,-1.5501909999999999,0.490517,-0.7869229999999999,0.505262,0.00358112,0.0,1466.9894043356203,-0.0958816,1.9124141553666272
170101,0.134,0.899,-6.426,0.0699,1.83e-05,0.9,0.23,0.118,90.559,2,-5.776974,0.106082,-0.7582679999999999,0.120466,1.2791700000000002e-06,12.873694750393364,1878.3445046875518,-0.44917740000000006,6.708454592940824
225391,0.672,0.85,-5.951,0.0403,0.0473,7.36e-06,0.0459,0.869,115.032,1,-5.05835,0.73865,-5.171418999999999,0.5712,0.00190619,0.00018258496650955095,1959.3765213158078,-0.2398253,1.2648621300278269
63711,0.473,0.837,-7.101,0.0336,0.0968,0.912,0.297,0.212,97.261,4,-5.943537,0.177444,-1.505412,0.39590099999999995,0.00325248,27.134781315084798,655.0518707395565,-0.2385936,1.7695186148284392
305825,0.682,0.935,-6.861,0.0627,0.00533,0.672,0.241,0.302,112.059,1,-6.4150350000000005,0.28237,-2.072022,0.6376700000000001,0.000334191,10.71599425928879,2729.1426837648023,-0.43018470000000003,1.3709476400639287
8586,0.0,0.04,-29.714,0.0,0.928,0.956,0.115,0.0,0.0,1,-1.18856,0.0,-0.0,0.0,0.0,95599.99999999999,inf,-0.0,3999.9999999999995
265404,0.439,0.424,-7.533,0.0255,0.717,1.89e-05,0.182,0.249,80.989,3,-3.193992,0.105576,-1.875717,0.186136,0.018283499999999998,0.0007408859270874168,3277.0376223931644,-0.1920915,0.9658094348648094
184147,0.528,0.477,-6.552,0.0319,0.291,0.0,0.0965,0.247,135.315,4,-3.125304,0.117819,-1.6183439999999998,0.251856,0.009282899999999998,0.0,1360.876473413886,-0.20900879999999997,0.903391981212477
187760,0.56,0.252,-12.637,0.0571,0.763,4.27e-06,0.245,0.594,108.824,2,-3.184524,0.149688,-7.506378,0.14112000000000002,0.043567299999999996,7.476799159516722e-05,1725.35470116886,-0.7215727,0.44999196442920664
164093,0.617,0.791,-6.875,0.0849,0.482,0.0,0.447,0.938,91.555,3,-5.438125,0.741958,-6.4487499999999995,0.488047,0.0409218,0.0,1792.2887881601223,-0.5836875,1.281988946694543
210641,0.787,0.543,-6.7,0.037,0.0233,0.0,0.0861,0.332,99.026,4,-3.6381000000000006,0.18027600000000002,-2.2244,0.427341,0.0008621,0.0,2127.1282289499727,-0.24789999999999998,0.6899531136834348
333699,0.67,0.706,-6.371,0.07,0.773,1.08e-06,0.746,0.829,165.995,3,-4.497926,0.585274,-5.281559,0.47302,0.054110000000000005,1.5426367661762605e-05,2010.295490828037,-0.4459700000000001,1.0537156161848331
347030,0.804,0.924,-14.787,0.0536,0.388,0.93,0.0675,0.936,117.03,1,-13.663188000000002,0.8648640000000001,-13.840632000000001,0.7428960000000001,0.0207968,17.347509792949076,2965.3080406733316,-0.7925832,1.1492394373204313
273893,0.487,0.729,-6.046,0.0316,0.126,9.79e-05,0.134,0.339,144.043,1,-4.407534,0.24713100000000002,-2.0495940000000004,0.355023,0.0039816,0.0030971211641885473,1901.4669230715826,-0.19105360000000002,1.4968891809203095
206197,0.554,0.637,-3.716,0.0319,0.512,0.0,0.12,0.183,142.057,3,-2.367092,0.116571,-0.680028,0.35289800000000004,0.016332799999999998,0.0,1451.508901356498,-0.1185404,1.149798740094944
200275,0.723,0.561,-8.322,0.035,0.642,7.11e-06,0.228,0.616,145.02,3,-4.668642,0.34557600000000005,-5.126352,0.40560300000000005,0.022470000000000004,0.00020308483290488427,1381.0164115294442,-0.29127,0.775922877968493
196906,0.395,0.331,-8.439,0.0307,0.404,0.00046,0.0964,0.296,112.114,4,-2.7933090000000003,0.097976,-2.497944,0.130745,0.012402800000000002,0.014978834255942689,1756.3016215637654,-0.2590773,0.8379534695324169
196800,0.457,0.451,-8.009,0.0279,0.204,0.0,0.149,0.307,149.956,4,-3.6120590000000004,0.138457,-2.4587630000000003,0.206107,0.0056916,0.0,1312.3849662567688,-0.2234511,0.9868493030787072
405800,0.591,0.604,-8.625,0.0766,0.358,1.89e-05,0.0748,0.23,141.94,3,-5.2095,0.13892,-1.9837500000000001,0.35696399999999995,0.0274228,0.000246704085628508,2858.9544878117513,-0.660675,1.021979323530905
336200,0.334,0.477,-8.806,0.0276,0.618,4.17e-06,0.312,0.405,179.239,4,-4.200461999999999,0.193185,-3.56643,0.15931800000000002,0.0170568,0.00015103223469757333,1875.7078537595055,-0.24304559999999997,1.4281009550612256
355862,0.498,0.868,-5.414,0.0387,0.000281,0.794,0.0516,0.0877,174.093,1,-4.699351999999999,0.0761236,-0.4748078,0.432264,1.08747e-05,20.511495737535522,2044.0913764482202,-0.20952179999999998,1.7429368888174936
172519,0.73,0.916,-2.784,0.297,0.439,0.0,0.196,0.561,104.073,1,-2.550144,0.5138760000000001,-1.561824,0.66868,0.130383,0.0,1657.6729795432054,-0.8268479999999999,1.2547773318173725
247920,0.562,0.42,-5.697,0.0406,0.234,0.0,0.0415,0.687,144.36,3,-2.39274,0.28854,-3.9138390000000003,0.23604000000000003,0.009500399999999999,0.0,1717.3732335827096,-0.23129819999999998,0.7473176633867724
191896,0.522,0.585,-7.205,0.129,0.00208,0.0,0.0909,0.411,97.99,1,-4.214925,0.24043499999999998,-2.961255,0.30537,0.00026832,0.0,1958.3222777834474,-0.9294450000000001,1.12066818643321
224000,0.708,0.707,-5.78,0.0255,0.328,4.85e-05,0.0652,0.493,107.209,2,-4.08646,0.348551,-2.84954,0.500556,0.008364,0.001901215209721678,2089.376824706881,-0.14739,0.9985734664764623
