duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,popularity_class
328346,0,0.389,0.952,9,-3.436,0,0.0881,0.0117,0.00034,0.709,0.443,126.359,4,3
154013,0,0.373,0.997,9,-0.504,1,0.257,0.0193,0.000155,0.294,0.283,183.923,4,2
86600,0,0.833,0.559,0,-9.264,1,0.0411,0.00645,3.73e-05,0.327,0.9,130.051,4,1
195692,0,0.772,0.881,1,-5.039,1,0.0457,0.000702,0.0791,0.0756,0.342,130.019,4,1
371133,0,0.339,0.182,5,-18.853,1,0.0314,0.905,0.913,0.0878,0.17,155.527,4,2
171773,0,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,1
226095,0,0.572,0.73,1,-12.687,1,0.0392,8.14e-05,0.822,0.105,0.815,129.706,4,1
153493,0,0.446,0.0891,5,-20.31,1,0.0399,0.991,4.39e-05,0.0953,0.221,92.73,4,1
208653,0,0.522,0.861,1,-3.469,1,0.0473,0.0436,6.34e-06,0.113,0.213,173.958,4,3
265275,0,0.707,0.812,0,-6.015,0,0.0409,0.613,0.0,0.169,0.399,95.039,4,4
122499,0,0.289,0.995,6,-4.15,0,0.112,1.36e-06,0.857,0.0333,0.0793,165.296,4,1
181343,0,0.603,0.779,11,-5.932,0,0.259,0.0993,0.0,0.296,0.738,174.0,4,3
263915,0,0.744,0.778,8,-6.425,1,0.0465,0.0285,2.62e-06,0.189,0.787,102.025,4,3
319773,0,0.309,0.928,9,-3.734,0,0.0641,0.000571,0.034,0.136,0.281,138.793,4,3
293933,0,0.358,0.899,4,-7.069,0,0.134,0.0112,0.122,0.195,0.27,174.298,4,1
264773,0,0.675,0.996,9,-2.776,1,0.135,0.0168,0.0,0.341,0.916,135.044,4,2
285186,0,0.681,0.936,2,-3.551,1,0.0471,0.259,1.53e-06,0.32,0.924,121.986,4,4
496600,0,0.768,0.672,11,-19.067,1,0.0665,0.0622,0.91,0.125,0.545,117.167,4,1
204173,0,0.545,0.861,3,-4.819,0,0.034,0.0624,0.0,0.131,0.279,105.017,4,3
160819,1,0.743,0.535,7,-5.016,1,0.284,0.217,3.13e-06,0.119,0.529,100.308,4,1
189600,0,0.757,0.623,1,-4.335,0,0.0434,0.00655,0.857,0.112,0.24,125.017,4,3
219777,0,0.522,0.709,5,-10.67,0,0.0433,0.482,0.0,0.701,0.816,145.275,4,3
175454,0,0.753,0.51,6,-5.501,1,0.0513,0.249,0.0,0.321,0.702,132.04,4,3
149640,0,0.509,0.93,0,-2.689,0,0.0474,0.00137,0.0,0.152,0.783,154.946,4,4
185360,0,0.549,0.945,1,-4.534,1,0.295,0.00636,0.0,0.106,0.453,105.3,4,3
270293,0,0.466,0.61,4,-5.011,0,0.0296,0.00468,0.0195,0.16,0.193,105.996,4,4
226652,0,0.443,0.705,0,-8.673,0,0.0335,0.0166,0.797,0.179,0.073,117.991,4,4
178266,0,0.485,0.192,7,-15.762,1,0.0571,0.947,0.0,0.109,0.418,137.418,3,1
311946,0,0.518,0.898,11,-10.664,0,0.0407,0.00059,0.876,0.235,0.862,149.992,4,1
204639,0,0.658,0.999,8,-3.013,1,0.0606,0.0256,0.0,0.342,0.581,133.863,4,2
182920,0,0.768,0.784,6,-7.974,0,0.234,0.0434,0.0902,0.367,0.124,134.976,4,1
132626,0,0.489,0.744,2,-8.37,1,0.0357,0.508,2.68e-05,0.13,0.89,172.262,4,1
185373,0,0.685,0.83,0,-4.869,1,0.0626,0.0195,0.0,0.101,0.575,100.992,4,3
205264,0,0.206,0.198,5,-19.292,1,0.0395,0.945,0.971,0.0782,0.0364,63.648,4,2
209690,0,0.815,0.403,6,-9.278,1,0.0641,0.756,0.0018,0.0931,0.622,97.017,4,4
164747,0,0.779,0.801,6,-7.774,0,0.0541,9.23e-05,0.412,0.0533,0.637,123.984,4,3
138705,0,0.605,0.448,5,-10.599,0,0.0514,0.861,0.91,0.192,0.11,84.947,4,1
140598,0,0.725,0.586,10,-8.218,0,0.0629,0.144,0.87,0.123,0.531,91.004,4,3
256551,0,0.73,0.48,9,-6.405,1,0.0387,0.853,0.0,0.337,0.623,138.044,4,3
280040,0,0.512,0.574,5,-7.016,1,0.0273,0.0425,2.31e-05,0.105,0.161,119.917,4,4
415613,1,0.568,0.42,7,-11.169,0,0.276,0.536,0.124,0.101,0.453,79.89,4,4
203906,0,0.409,0.71,6,-6.215,1,0.0398,0.15,0.285,0.171,0.376,107.566,4,1
177407,0,0.488,0.303,3,-12.426,0,0.0494,0.929,3.44e-06,0.14,0.152,114.962,4,3
889066,0,0.447,0.32,2,-10.914,1,0.0306,0.813,0.0,0.176,0.148,124.428,4,3
154010,0,0.205,0.005,6,-35.515,0,0.0944,0.988,0.941,0.128,0.0328,131.405,4,1
232318,0,0.275,0.954,0,-5.091,1,0.098,0.0037,1.57e-06,0.975,0.259,85.647,4,2
245080,0,0.629,0.418,7,-14.52,1,0.036,0.179,0.828,0.0878,0.122,139.991,4,2
150186,0,0.557,0.928,10,-4.033,1,0.0704,0.000245,0.0,0.596,0.806,150.108,4,3
163360,0,0.704,0.809,2,-7.171,1,0.0295,0.312,0.0,0.0576,0.967,142.067,4,2
162897,0,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,1
198813,0,0.391,0.987,0,-5.812,0,0.136,1.15e-05,0.568,0.299,0.356,99.629,4,2
140426,0,0.481,0.733,5,-7.633,1,0.165,0.575,1.18e-05,0.108,0.874,122.909,4,4
233586,0,0.563,0.603,7,-7.365,1,0.377,0.00428,0.0,0.19,0.546,78.836,4,2
232839,0,0.7,0.951,7,-4.972,1,0.0759,0.0197,0.916,0.0915,0.284,149.993,4,1
218360,0,0.756,0.815,10,-8.327,0,0.0799,0.0184,0.598,0.568,0.775,121.973,4,3
131133,0,0.672,0.663,7,-6.335,1,0.126,0.666,0.0,0.2,0.853,138.489,4,2
172250,0,0.793,0.666,7,-6.195,1,0.0598,0.118,2.48e-05,0.296,0.783,119.985,4,1
145161,0,0.669,0.687,0,-4.753,1,0.043,0.152,1.6e-05,0.308,0.386,123.903,4,4
392842,0,0.516,0.977,7,-4.518,1,0.0718,3.13e-05,0.849,0.169,0.0879,94.949,4,2
242093,0,0.732,0.743,8,-7.083,1,0.0486,0.22,0.00154,0.0173,0.893,105.64,4,4
185177,1,0.614,0.811,9,-6.182,1,0.776,0.621,0.0,0.779,0.759,76.811,5,2
267578,0,0.445,0.954,6,-4.25,0,0.128,8.89e-05,0.827,0.323,0.263,130.021,4,2
188617,0,0.721,0.485,5,-11.213,0,0.0681,0.158,0.275,0.107,0.614,150.027,4,4
167432,0,0.29,0.177,0,-15.928,1,0.0364,0.896,0.944,0.114,0.0706,115.306,3,3
59600,0,0.911,0.616,1,-12.46,1,0.272,0.569,0.00795,0.154,0.467,120.999,4,1
181946,0,0.57,0.945,11,-2.99,0,0.054,0.0113,1.28e-05,0.312,0.409,154.873,4,3
271226,1,0.436,0.336,10,-8.517,0,0.037,0.962,3.4e-05,0.102,0.21,122.456,4,4
290500,0,0.77,0.633,1,-7.554,1,0.046,0.455,0.000456,0.0981,0.845,167.884,4,2
155744,0,0.803,0.504,2,-7.106,1,0.0921,0.379,0.0,0.0926,0.637,125.182,5,3
189364,0,0.439,0.458,1,-5.741,1,0.0369,0.773,1.34e-05,0.0931,0.166,69.559,3,2
171213,0,0.458,0.00701,8,-34.755,1,0.0438,0.993,0.948,0.102,0.0939,118.444,3,4
269426,0,0.374,0.726,0,-8.916,1,0.0787,0.0289,0.0,0.111,0.546,178.535,4,4
289720,0,0.418,0.688,11,-5.206,1,0.0472,0.397,0.0,0.165,0.316,145.365,4,3
212133,0,0.421,0.758,4,-8.945,0,0.0429,0.0062,0.0673,0.0905,0.767,103.659,4,4
224160,0,0.265,0.756,1,-12.136,1,0.0571,0.000939,1.32e-05,0.201,0.444,80.076,4,1
290733,0,0.551,0.968,1,-5.242,0,0.123,0.01,0.169,0.212,0.272,105.047,4,2
242000,0,0.487,0.882,1,-3.519,1,0.0521,0.000189,0.0,0.0703,0.463,130.059,4,2
395560,0,0.515,0.629,3,-8.402,1,0.0345,0.495,7.65e-05,0.0779,0.476,139.905,4,4
290201,0,0.456,0.461,2,-11.337,1,0.0593,0.0978,0.815,0.102,0.119,155.008,4,4
244826,0,0.454,0.631,0,-4.733,1,0.0268,0.00233,0.0,0.177,0.313,87.888,4,4
261426,0,0.445,0.499,4,-7.045,1,0.0266,0.433,0.000818,0.0902,0.142,150.129,3,3
135506,0,0.657,0.564,3,-7.637,0,0.0284,0.492,8.66e-06,0.0897,0.696,104.058,4,2
190560,1,0.693,0.725,5,-6.318,0,0.0439,0.0628,0.00785,0.157,0.379,125.068,4,4
288063,0,0.393,0.641,5,-9.125,0,0.0556,0.403,0.969,0.124,0.652,76.3,4,3
225651,0,0.55,0.97,2,-0.986,1,0.0859,0.00619,1.04e-05,0.0977,0.601,83.007,4,3
209148,0,0.532,0.265,2,-12.188,1,0.0936,0.946,0.0,0.135,0.688,165.13,4,3
163400,0,0.667,0.239,0,-15.923,1,0.0481,0.686,0.0,0.104,0.721,134.857,4,4
343240,0,0.765,0.765,11,-8.261,0,0.0358,0.0194,0.0,0.1,0.932,110.973,4,2
187758,1,0.697,0.65,0,-7.27,1,0.0996,0.456,0.0,0.354,0.433,123.92,4,3
317266,0,0.195,0.68,7,-6.497,1,0.0376,0.0242,2.11e-06,0.32,0.221,152.29,4,4
218624,0,0.0666,0.00516,2,-34.381,1,0.0489,0.963,0.923,0.0982,0.0941,73.997,3,4
261800,0,0.569,0.0344,7,-25.835,1,0.0375,0.966,0.0132,0.108,0.157,102.385,4,1
178415,0,0.55,0.665,0,-2.608,1,0.0662,0.301,0.0,0.126,0.643,143.441,4,3
276967,1,0.628,0.887,11,-4.981,1,0.0724,0.00339,0.00109,0.0814,0.533,130.125,4,2
224911,0,0.352,0.97,3,-2.232,1,0.162,0.00154,0.00509,0.168,0.315,167.07,4,2
183716,0,0.434,0.342,6,-11.409,0,0.0302,0.557,0.000114,0.337,0.149,73.944,4,3
164500,0,0.434,0.299,10,-12.924,1,0.0288,0.615,0.00121,0.0682,0.147,109.904,4,3
202589,0,0.847,0.582,1,-5.318,0,0.149,0.3,2.35e-06,0.0938,0.184,95.997,4,3
272440,0,0.51,0.917,4,-4.806,0,0.0854,0.0054,0.000133,0.396,0.313,75.098,4,4
188706,0,0.58,0.936,4,-11.539,0,0.0401,0.0828,0.78,0.299,0.62,142.018,4,1
156031,1,0.908,0.695,0,-6.978,1,0.112,0.228,0.0,0.0542,0.712,107.067,4,4
136160,0,0.543,0.355,6,-13.413,0,0.0287,0.769,0.000554,0.159,0.777,108.307,4,2
222397,0,0.652,0.695,9,-7.673,0,0.0271,0.42,0.00311,0.202,0.859,111.983,4,3
171693,0,0.624,0.984,2,-3.496,1,0.0639,0.00354,0.33,0.2,0.0598,128.092,4,3
316004,0,0.793,0.783,10,-5.088,0,0.0637,0.113,1.26e-05,0.305,0.798,108.332,4,1
186666,1,0.65,0.739,4,-4.554,0,0.338,0.0423,0.0,0.075,0.331,114.966,5,2
301453,0,0.468,0.547,11,-9.975,0,0.0445,0.433,8.81e-05,0.282,0.444,76.612,4,3
138426,0,0.726,0.669,9,-10.841,1,0.038,0.614,0.0,0.202,0.904,124.768,4,3
251687,0,0.478,0.712,0,-3.616,1,0.318,0.597,7.43e-05,0.134,0.372,172.252,4,3
137226,0,0.556,0.789,7,-5.896,0,0.0764,0.709,0.0,0.25,0.745,90.323,4,2
190946,0,0.67,0.711,9,-7.786,1,0.0563,0.536,0.00149,0.242,0.509,163.998,4,4
285962,0,0.413,0.982,6,-4.079,0,0.201,0.00242,0.00112,0.323,0.155,118.504,4,4
240080,0,0.596,0.707,1,-6.825,1,0.049,0.111,0.0,0.0926,0.262,133.858,4,4
303320,0,0.589,0.626,0,-5.684,1,0.0273,0.777,1.97e-06,0.13,0.443,114.915,4,4
237766,0,0.478,0.335,9,-15.215,1,0.0681,0.955,0.000331,0.311,0.467,100.824,4,1
306160,0,0.723,0.722,0,-7.085,0,0.0708,0.0218,0.686,0.219,0.604,95.558,4,1
274546,0,0.525,0.95,9,-4.287,1,0.0553,3.45e-05,0.000684,0.226,0.466,131.246,4,3
431520,0,0.233,0.961,9,-4.404,1,0.276,0.00347,0.15,0.568,0.0799,118.255,4,2
363919,0,0.559,0.956,7,-5.651,1,0.0639,0.00654,0.0747,0.0944,0.249,169.857,4,1
537544,0,0.353,0.363,7,-12.685,1,0.0333,0.00293,0.836,0.1,0.0777,89.999,4,1
231000,0,0.654,0.528,2,-6.003,1,0.0446,0.36,0.0,0.109,0.626,121.007,4,2
217301,0,0.696,0.335,2,-10.913,1,0.0305,0.894,0.000372,0.0822,0.455,111.983,4,3
417376,1,0.535,0.678,5,-12.521,1,0.956,0.732,0.0,0.977,0.515,65.594,4,2
109244,1,0.544,0.605,1,-11.676,1,0.905,0.77,0.0,0.565,0.397,114.099,4,2
274240,0,0.688,0.757,0,-5.865,1,0.0319,0.576,1.56e-06,0.202,0.939,90.953,4,2
222000,0,0.469,0.315,6,-15.836,1,0.0496,0.871,0.000184,0.111,0.353,79.947,4,4
192000,1,0.536,0.879,1,-3.019,1,0.0621,0.0742,0.0,0.0847,0.334,140.137,4,4
195320,0,0.232,0.842,9,-5.773,0,0.0712,0.0101,0.0,0.111,0.181,89.939,4,2
423280,0,0.405,0.0126,3,-33.798,1,0.0636,0.987,0.912,0.089,0.105,70.798,4,2
243053,0,0.521,0.859,5,-4.073,1,0.0616,0.000251,0.0,0.153,0.569,155.968,4,2
287320,0,0.273,0.537,2,-9.612,1,0.0306,0.0241,0.0,0.0922,0.232,81.814,4,4
60107,0,0.222,0.957,9,-5.719,1,0.078,0.00694,0.952,0.593,0.037,69.401,4,1
277317,0,0.52,0.881,6,-4.249,0,0.116,0.047,0.000855,0.331,0.291,180.013,4,3
223511,0,0.584,0.688,2,-8.888,1,0.0354,0.266,0.909,0.16,0.0374,105.013,4,3
563303,0,0.606,0.553,3,-9.637,0,0.0395,0.178,0.892,0.087,0.0354,124.011,4,3
202440,1,0.671,0.806,7,-5.198,0,0.0889,0.0305,1.2e-05,0.298,0.646,104.39,4,1
231866,0,0.581,0.721,9,-9.86,0,0.0441,0.612,0.000358,0.648,0.67,105.843,4,4
240200,0,0.592,0.901,5,-5.554,0,0.0591,0.0109,0.000344,0.0514,0.62,109.902,4,4
140000,0,0.634,0.48,2,-13.191,1,0.0264,0.483,0.569,0.14,0.969,87.077,4,1
144080,0,0.691,0.776,0,-4.177,1,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4,1
330226,0,0.357,0.905,1,-7.787,1,0.0523,0.00395,0.000417,0.375,0.546,81.294,4,1
147600,0,0.508,0.27,10,-13.844,1,0.0328,0.984,0.0206,0.339,0.206,108.398,4,1
239882,0,0.685,0.55,5,-1.231,1,0.197,0.454,0.0,0.24,0.572,120.026,5,3
209286,0,0.252,0.946,2,-3.674,1,0.152,0.18,0.0,0.149,0.344,167.136,4,2
335999,0,0.198,0.257,8,-17.361,1,0.0415,0.968,0.949,0.11,0.0381,89.494,4,2
199633,0,0.68,0.214,3,-18.048,0,0.0913,0.516,6.2e-05,0.372,0.0999,119.997,4,3
224826,0,0.577,0.79,11,-7.731,0,0.0964,0.331,0.0,0.367,0.556,149.98,4,3
204442,0,0.402,0.801,2,-4.331,0,0.048,0.00288,0.0103,0.142,0.324,117.003,5,2
212626,0,0.325,0.855,8,-4.603,1,0.0755,0.0563,0.000299,0.298,0.497,167.538,4,4
203706,0,0.485,0.659,0,-10.508,1,0.0321,0.0133,0.000195,0.166,0.66,164.841,4,3
226320,0,0.62,0.773,2,-8.324,1,0.0382,0.0741,0.000606,0.158,0.934,157.991,4,1
210870,0,0.806,0.573,6,-9.905,0,0.0557,0.317,0.125,0.149,0.696,104.994,4,3
164000,0,0.373,0.317,1,-13.921,1,0.0354,0.855,0.0549,0.2,0.111,142.936,4,2
310812,0,0.703,0.997,11,-5.483,1,0.0704,0.000881,0.867,0.0685,0.169,137.027,3,1
232062,0,0.426,0.536,0,-8.63,1,0.0393,0.717,0.0025,0.162,0.211,79.99,4,2
346044,0,0.374,0.414,2,-7.161,1,0.0344,0.0549,0.0,0.112,0.196,124.211,4,4
214600,0,0.58,0.29,2,-11.942,1,0.0272,0.261,0.0,0.125,0.497,91.321,4,2
171680,0,0.614,0.513,10,-5.442,1,0.0291,0.482,0.0,0.114,0.336,86.005,4,4
215235,0,0.512,0.864,9,-3.044,1,0.262,0.0181,0.000213,0.108,0.217,144.812,4,3
148629,0,0.607,0.767,5,-6.069,0,0.0474,0.118,0.0,0.122,0.662,123.998,3,4
212862,0,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,4,4
229760,0,0.597,0.417,2,-7.952,1,0.0502,0.395,8.35e-06,0.128,0.263,143.839,4,4
129332,0,0.798,0.625,4,-6.83,1,0.13,0.383,3.33e-05,0.125,0.774,92.994,4,1
163960,0,0.192,0.99,1,-5.003,1,0.307,2.08e-05,0.105,0.147,0.565,166.221,4,1
320052,0,0.49,0.597,8,-8.048,1,0.0937,0.695,0.00155,0.056,0.185,138.019,4,1
186952,1,0.966,0.509,7,-7.559,0,0.123,0.496,0.0,0.0799,0.646,108.013,4,4
143307,0,0.423,0.445,7,-13.232,0,0.0334,0.982,0.319,0.115,0.36,103.213,3,2
138493,0,0.615,0.758,7,-5.795,1,0.0472,7.21e-05,3.31e-05,0.223,0.715,95.037,3,2
451869,0,0.798,0.767,0,-8.73,1,0.0355,0.00681,0.823,0.11,0.368,127.996,4,3
454574,0,0.456,0.881,10,-9.689,0,0.939,0.825,0.0,0.797,0.548,79.484,4,2
222095,0,0.585,0.857,7,-4.628,0,0.0321,0.044,1.05e-06,0.367,0.755,75.02,4,3
244055,0,0.813,0.74,1,-4.668,0,0.0327,0.0318,1.43e-05,0.166,0.699,118.976,4,1
238999,0,0.665,0.784,6,-4.693,1,0.0499,0.00781,0.0,0.12,0.846,138.029,4,2
112666,0,0.466,0.918,2,-6.61,1,0.0752,0.018,0.641,0.125,0.339,141.957,4,3
235706,0,0.734,0.626,7,-5.685,1,0.0458,0.076,6.54e-06,0.168,0.44,98.559,4,4
252706,0,0.395,0.89,7,-4.994,0,0.0276,0.00813,0.000124,0.197,0.966,148.58,4,2
234776,0,0.921,0.477,1,-8.962,0,0.0828,0.109,0.0,0.0793,0.311,120.044,4,4
197526,0,0.747,0.826,2,-4.065,1,0.0655,0.158,9.51e-06,0.0556,0.804,95.034,4,2
398465,0,0.302,0.276,4,-11.119,1,0.0312,0.299,0.000587,0.0886,0.137,139.885,4,3
152271,1,0.322,0.965,2,-3.582,1,0.0773,4.76e-05,0.00319,0.354,0.345,180.092,4,2
308293,0,0.46,0.572,2,-8.401,1,0.0295,0.0331,0.000917,0.33,0.17,118.023,4,2
271018,0,0.437,0.675,10,-6.223,1,0.0379,0.392,0.0,0.127,0.364,148.068,4,4
380099,0,0.535,0.776,8,-13.877,0,0.0699,0.000192,0.803,0.149,0.0235,131.004,3,1
264240,0,0.462,0.796,9,-6.202,1,0.0322,0.384,0.0,0.296,0.824,204.028,4,4
181224,1,0.737,0.663,11,-6.981,0,0.101,0.287,0.0508,0.523,0.839,98.014,4,4
173725,0,0.965,0.482,4,-8.959,1,0.356,0.112,3.78e-06,0.0784,0.424,125.058,4,3
384226,0,0.568,0.7,5,-12.089,0,0.03,0.192,0.907,0.117,0.247,118.027,4,3
156800,0,0.817,0.729,2,-10.421,1,0.33,0.0208,0.000212,0.357,0.383,74.961,4,1
270497,0,0.527,0.599,5,-10.688,0,0.0858,0.0757,0.000181,0.183,0.488,167.713,4,2
231107,0,0.456,0.366,2,-9.917,0,0.033,0.961,1.78e-06,0.0886,0.425,98.373,4,1
318378,0,0.393,0.481,1,-10.458,1,0.0273,0.759,0.725,0.0869,0.0773,98.463,4,4
146120,0,0.625,0.505,6,-14.637,0,0.321,0.222,0.00214,0.23,0.657,143.256,4,1
246800,0,0.672,0.925,11,-4.034,0,0.122,0.00347,0.00315,0.392,0.632,171.373,4,1
329840,0,0.643,0.478,0,-9.376,1,0.0274,0.569,0.000371,0.118,0.317,93.418,4,4
212200,0,0.697,0.339,9,-16.335,0,0.0487,0.95,0.916,0.115,0.488,75.003,3,2
162713,0,0.719,0.932,10,-6.826,0,0.0671,0.0656,0.815,0.043,0.669,176.013,4,3
133746,0,0.663,0.595,0,-8.718,0,0.0385,0.772,0.202,0.163,0.905,104.594,3,1
159408,0,0.642,0.747,7,-8.064,1,0.05,0.000263,0.726,0.124,0.384,114.985,4,3
196000,0,0.762,0.645,10,-8.14,0,0.179,0.369,0.00387,0.178,0.671,150.098,4,3
339549,1,0.573,0.497,1,-13.129,1,0.945,0.864,0.0,0.699,0.546,84.681,5,2
254066,0,0.774,0.712,0,-3.996,1,0.127,0.0818,2.12e-05,0.363,0.865,96.555,4,3
215906,0,0.463,0.715,9,-7.273,0,0.0362,0.393,0.0,0.349,0.313,91.871,4,3
228759,0,0.749,0.961,8,-6.518,0,0.0874,0.00512,0.0,0.175,0.859,116.037,4,4
154960,0,0.44,0.579,6,-13.841,0,0.0555,0.0263,0.0157,0.345,0.503,159.921,4,3
187982,0,0.825,0.666,4,-4.847,0,0.0554,0.143,2.81e-06,0.237,0.763,96.987,4,4
169506,0,0.339,0.978,3,-2.116,1,0.0579,0.00766,1.56e-06,0.0681,0.609,192.678,4,3
312066,0,0.34,0.144,5,-14.502,1,0.0419,0.684,0.00112,0.101,0.147,81.179,4,4
114826,0,0.363,0.448,6,-11.282,1,0.0506,0.855,1.12e-06,0.193,0.643,195.303,3,1
160173,0,0.472,0.278,9,-13.268,0,0.031,0.737,0.9,0.234,0.29,142.513,3,2
329093,0,0.662,0.992,3,-5.761,0,0.0835,0.0063,0.907,0.47,0.862,130.92,4,1
189533,0,0.751,0.737,5,-7.462,1,0.0736,0.662,0.0,0.152,0.908,95.997,4,3
293000,0,0.54,0.373,6,-8.591,1,0.0278,0.651,0.927,0.146,0.387,119.843,4,4
139285,0,0.601,0.288,5,-18.953,1,0.0409,0.68,0.338,0.65,0.421,128.674,4,2
229928,0,0.707,0.582,0,-6.308,1,0.0268,0.0153,4.78e-06,0.104,0.272,115.017,4,4
198846,1,0.615,0.699,4,-5.5,0,0.063,0.688,0.0,0.142,0.464,167.993,4,3
95840,0,0.369,0.0283,5,-32.145,0,0.0369,0.995,0.869,0.144,0.0644,109.738,5,1
194617,0,0.474,0.854,1,-5.35,1,0.0408,0.000476,0.000963,0.106,0.627,162.035,4,1
325500,0,0.686,0.858,0,-8.528,1,0.043,0.0445,0.709,0.102,0.0728,123.982,4,2
178051,1,0.67,0.569,10,-7.459,1,0.171,0.708,0.0,0.231,0.385,150.001,4,3
474939,0,0.809,0.581,1,-7.486,0,0.107,3.67e-05,0.924,0.0945,0.618,125.821,4,1
295165,0,0.662,0.448,3,-10.912,1,0.0346,0.359,3.9e-05,0.246,0.788,170.71,4,3
187857,0,0.656,0.768,0,-5.864,1,0.179,0.705,0.0,0.488,0.646,83.915,4,2
192420,0,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,1
235000,0,0.457,0.842,11,-5.8,1,0.0436,0.00702,0.000284,0.0774,0.0852,89.995,4,2
200066,0,0.649,0.438,1,-19.178,1,0.0305,0.354,0.0,0.171,0.916,126.087,4,3
202000,0,0.716,0.46,6,-12.621,0,0.0333,0.392,0.777,0.0984,0.59,93.01,4,3
248960,0,0.365,0.273,4,-16.526,0,0.038,0.94,0.431,0.109,0.238,132.285,5,4
230253,0,0.635,0.323,0,-12.026,1,0.0356,0.845,0.0,0.112,0.454,119.072,4,4
289704,0,0.554,0.692,7,-8.526,1,0.0512,0.138,0.921,0.221,0.462,109.998,4,3
88572,0,0.304,0.541,7,-15.162,1,0.0399,0.126,0.772,0.087,0.0394,88.077,4,2
211555,0,0.467,0.392,11,-14.282,1,0.0336,0.023,0.913,0.107,0.038,135.0,4,3
295040,0,0.49,0.27,10,-15.962,1,0.187,0.913,0.0,0.108,0.537,105.552,4,2
362250,0,0.138,0.137,10,-30.39,0,0.0413,0.633,0.646,0.361,0.0858,142.238,5,1
154519,0,0.598,0.913,4,-4.101,1,0.0404,0.351,3.48e-06,0.0871,0.669,141.114,4,3
261093,0,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,4,4
431874,0,0.469,0.373,1,-9.189,1,0.0311,0.803,0.168,0.133,0.0474,125.017,3,2
134066,0,0.329,0.906,9,-5.242,0,0.0453,6.43e-06,0.933,0.35,0.597,107.908,4,2
187107,0,0.721,0.769,7,-4.111,1,0.105,0.0922,0.0,0.0817,0.915,155.932,4,1
161013,0,0.608,0.707,11,-9.369,0,0.266,0.204,0.0,0.362,0.472,112.119,3,2
160952,1,0.905,0.253,5,-15.416,0,0.331,0.813,0.0138,0.07,0.374,125.945,4,3
142978,0,0.738,0.791,1,-7.621,1,0.511,0.348,0.0,0.126,0.734,92.883,4,1
63167,0,0.154,0.998,3,-6.422,0,0.115,1.08e-06,0.905,0.152,0.0383,91.638,4,1
296933,0,0.691,0.878,5,-6.44,1,0.0453,0.304,4.92e-06,0.143,0.918,168.426,4,2
180560,0,0.688,0.985,2,-2.232,1,0.0507,0.127,0.0,0.361,0.828,119.971,4,3
319008,0,0.433,0.639,2,-6.001,1,0.0681,0.374,0.0,0.308,0.592,153.612,4,4
302000,0,0.546,0.926,6,-4.34,0,0.0469,0.519,0.91,0.144,0.0653,154.979,4,1
212347,0,0.772,0.893,6,-4.321,0,0.0405,0.0352,0.391,0.102,0.642,128.047,4,1
194050,0,0.795,0.902,11,-5.85,0,0.101,0.0479,0.662,0.271,0.15,130.023,4,4
180544,1,0.751,0.359,0,-11.791,1,0.464,0.881,0.0,0.106,0.527,75.076,4,3
186626,0,0.868,0.718,1,-5.724,0,0.236,0.0184,0.000163,0.0954,0.905,131.626,4,2
230400,0,0.582,0.792,4,-3.908,0,0.056,0.207,0.0,0.0997,0.195,94.946,4,3
237706,0,0.329,0.842,0,-4.935,1,0.0705,0.717,0.0,0.426,0.58,150.01,4,3
170980,0,0.593,0.82,2,-2.631,1,0.176,0.00278,0.0,0.105,0.772,90.097,4,4
213893,0,0.632,0.733,2,-5.607,1,0.0423,0.476,0.0,0.881,0.643,127.055,4,3
545813,0,0.854,0.599,4,-12.259,0,0.0604,0.206,0.861,0.0899,0.216,114.001,4,4
164906,0,0.437,0.229,9,-10.99,1,0.0296,0.729,9.06e-05,0.129,0.127,61.786,4,1
125100,1,0.469,0.457,5,-10.102,1,0.0412,0.692,0.0,0.0531,0.893,84.064,4,2
93451,0,0.0,2.03e-05,1,-18.75,1,0.0,0.113,0.94,0.363,0.0,0.0,0,3
197263,0,0.607,0.979,4,-5.587,1,0.134,0.00204,0.0,0.161,0.659,145.0,4,2
309920,0,0.469,0.522,8,-10.53,1,0.0854,0.93,0.038,0.712,0.713,100.716,4,3
191796,0,0.805,0.637,6,-6.503,1,0.0362,0.0933,0.0015,0.133,0.577,120.039,4,4
149053,1,0.658,0.815,3,-2.141,0,0.14,0.214,1.24e-06,0.126,0.818,91.041,4,4
243116,0,0.6,0.298,9,-9.803,0,0.026,0.569,5.89e-05,0.146,0.425,76.93,4,2
220506,0,0.438,0.974,1,-3.001,0,0.215,0.0313,0.0,0.924,0.637,185.154,4,2
183012,0,0.559,0.655,6,-6.792,1,0.051,0.58,0.000155,0.124,0.667,160.016,4,4
204306,0,0.769,0.971,2,-3.78,0,0.0432,0.0173,0.0892,0.314,0.969,118.135,4,4
