duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,popularity_class
186080,0,0.598,0.826,11,-4.867,0,0.293,0.0646,0.0,0.108,0.698,104.405,4,1
310893,0,0.626,0.746,7,-8.832,1,0.0282,0.16,0.0,0.0618,0.8,102.896,4,4
333266,0,0.414,0.914,11,-5.151,0,0.25,0.000306,0.0,0.285,0.486,145.001,4,2
216973,0,0.408,0.971,9,-3.876,1,0.125,5.7e-05,0.191,0.135,0.237,118.445,4,4
245933,0,0.443,0.651,6,-5.397,1,0.219,0.335,0.0,0.0797,0.418,175.651,4,1
144734,0,0.598,0.833,2,-3.716,0,0.048,0.0196,0.0,0.292,0.406,124.973,4,1
166874,0,0.666,0.952,3,-2.492,1,0.0359,0.0318,0.678,0.216,0.622,128.076,4,4
224026,0,0.603,0.316,0,-10.803,0,0.0293,0.842,0.000672,0.0977,0.666,126.802,4,2
225693,1,0.443,0.96,5,-3.153,0,0.102,0.000779,0.0,0.81,0.263,96.579,4,4
223613,0,0.311,0.224,9,-9.004,1,0.031,0.821,0.0,0.269,0.233,139.311,3,1
123360,0,0.416,0.341,9,-10.749,1,0.0391,0.864,0.0,0.724,0.776,177.229,4,4
84009,0,0.836,0.29,0,-8.008,1,0.0437,0.217,1.74e-05,0.16,0.922,135.113,4,4
280466,0,0.386,0.652,4,-11.562,0,0.0336,0.587,0.0,0.145,0.87,149.577,4,2
204493,0,0.386,0.988,11,-2.692,0,0.158,0.000116,0.0,0.104,0.443,171.977,4,4
280653,0,0.483,0.742,4,-5.006,0,0.0326,0.000969,0.00468,0.835,0.252,84.049,4,3
294826,0,0.504,0.918,0,-3.463,1,0.0517,0.00164,2.12e-05,0.78,0.539,92.031,4,4
205600,0,0.689,0.675,0,-4.281,1,0.32,0.531,3.17e-06,0.115,0.604,180.077,4,1
225833,0,0.592,0.893,0,-2.523,1,0.0468,0.00176,0.00028,0.36,0.602,145.09,4,2
151880,0,0.48,0.486,2,-8.016,1,0.0302,0.861,0.000201,0.461,0.529,130.634,4,2
133486,0,0.504,0.709,0,-3.162,1,0.0574,0.346,0.0,0.17,0.786,75.071,4,3
320086,0,0.542,0.559,10,-8.189,1,0.0331,0.24,0.00178,0.153,0.148,115.064,4,3
157400,0,0.499,0.059,7,-20.969,1,0.0546,0.995,0.89,0.0889,0.171,82.472,4,1
208373,0,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,4,4
219638,0,0.76,0.651,5,-9.997,0,0.173,0.308,0.0,0.177,0.714,99.955,4,4
283200,0,0.534,0.942,7,-1.246,1,0.0917,0.0617,7.51e-05,0.264,0.489,106.419,4,1
130266,0,0.664,0.678,8,-5.369,1,0.0291,0.877,0.0,0.273,0.955,112.384,4,2
305520,0,0.554,0.327,4,-12.79,0,0.03,0.796,0.00763,0.125,0.0341,144.171,4,1
237453,0,0.415,0.398,4,-7.204,1,0.0268,0.314,0.0,0.106,0.13,143.582,4,4
